Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Australia,Consumer Confidence,1992-12-31T00:00:00,84.19,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-01-31T00:00:00,92.97,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-02-28T00:00:00,90.97,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-03-31T00:00:00,98.75,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-04-30T00:00:00,97.59,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-05-31T00:00:00,97.16,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-06-30T00:00:00,85.67,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-07-31T00:00:00,90.26,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-08-31T00:00:00,95.37,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-09-30T00:00:00,88.26,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-10-31T00:00:00,98.67,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-11-30T00:00:00,104.3,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1993-12-31T00:00:00,105.47,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1994-01-31T00:00:00,111.46,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1994-02-28T00:00:00,116.52,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1994-03-31T00:00:00,123.02,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1994-04-30T00:00:00,120.54,Monthly,WMCCCONPCT,2017-02-16T12:07:00
